"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2026 22:30:00 - 02/01/2026 22:45:00","BZN|HU","Without Sequence","93.83","",""
"02/01/2026 22:45:00 - 02/01/2026 23:00:00","BZN|HU","Without Sequence","85.60","",""
"02/01/2026 23:00:00 - 02/01/2026 23:15:00","BZN|HU","Without Sequence","87.47","",""
"02/01/2026 23:15:00 - 02/01/2026 23:30:00","BZN|HU","Without Sequence","83.60","",""
"02/01/2026 23:30:00 - 02/01/2026 23:45:00","BZN|HU","Without Sequence","83.08","",""
"02/01/2026 23:45:00 - 03/01/2026 00:00:00","BZN|HU","Without Sequence","78.97","",""
"03/01/2026 00:00:00 - 03/01/2026 00:15:00","BZN|HU","Without Sequence","84.34","",""
"03/01/2026 00:15:00 - 03/01/2026 00:30:00","BZN|HU","Without Sequence","82.79","",""
"03/01/2026 00:30:00 - 03/01/2026 00:45:00","BZN|HU","Without Sequence","78.87","",""
"03/01/2026 00:45:00 - 03/01/2026 01:00:00","BZN|HU","Without Sequence","75.91","",""
"03/01/2026 01:00:00 - 03/01/2026 01:15:00","BZN|HU","Without Sequence","80.90","",""
"03/01/2026 01:15:00 - 03/01/2026 01:30:00","BZN|HU","Without Sequence","77.99","",""
"03/01/2026 01:30:00 - 03/01/2026 01:45:00","BZN|HU","Without Sequence","80.00","",""
"03/01/2026 01:45:00 - 03/01/2026 02:00:00","BZN|HU","Without Sequence","82.85","",""
"03/01/2026 02:00:00 - 03/01/2026 02:15:00","BZN|HU","Without Sequence","85.90","",""
"03/01/2026 02:15:00 - 03/01/2026 02:30:00","BZN|HU","Without Sequence","82.14","",""
"03/01/2026 02:30:00 - 03/01/2026 02:45:00","BZN|HU","Without Sequence","80.06","",""
"03/01/2026 02:45:00 - 03/01/2026 03:00:00","BZN|HU","Without Sequence","79.77","",""
"03/01/2026 03:00:00 - 03/01/2026 03:15:00","BZN|HU","Without Sequence","83.99","",""
"03/01/2026 03:15:00 - 03/01/2026 03:30:00","BZN|HU","Without Sequence","82.56","",""
"03/01/2026 03:30:00 - 03/01/2026 03:45:00","BZN|HU","Without Sequence","80.55","",""
"03/01/2026 03:45:00 - 03/01/2026 04:00:00","BZN|HU","Without Sequence","77.02","",""
"03/01/2026 04:00:00 - 03/01/2026 04:15:00","BZN|HU","Without Sequence","80.60","",""
"03/01/2026 04:15:00 - 03/01/2026 04:30:00","BZN|HU","Without Sequence","78.08","",""
"03/01/2026 04:30:00 - 03/01/2026 04:45:00","BZN|HU","Without Sequence","77.45","",""
"03/01/2026 04:45:00 - 03/01/2026 05:00:00","BZN|HU","Without Sequence","77.66","",""
"03/01/2026 05:00:00 - 03/01/2026 05:15:00","BZN|HU","Without Sequence","75.28","",""
"03/01/2026 05:15:00 - 03/01/2026 05:30:00","BZN|HU","Without Sequence","76.29","",""
"03/01/2026 05:30:00 - 03/01/2026 05:45:00","BZN|HU","Without Sequence","75.30","",""
"03/01/2026 05:45:00 - 03/01/2026 06:00:00","BZN|HU","Without Sequence","79.58","",""
"03/01/2026 06:00:00 - 03/01/2026 06:15:00","BZN|HU","Without Sequence","77.99","",""
"03/01/2026 06:15:00 - 03/01/2026 06:30:00","BZN|HU","Without Sequence","77.94","",""
"03/01/2026 06:30:00 - 03/01/2026 06:45:00","BZN|HU","Without Sequence","79.46","",""
"03/01/2026 06:45:00 - 03/01/2026 07:00:00","BZN|HU","Without Sequence","83.83","",""
"03/01/2026 07:00:00 - 03/01/2026 07:15:00","BZN|HU","Without Sequence","78.56","",""
"03/01/2026 07:15:00 - 03/01/2026 07:30:00","BZN|HU","Without Sequence","82.19","",""
"03/01/2026 07:30:00 - 03/01/2026 07:45:00","BZN|HU","Without Sequence","86.57","",""
"03/01/2026 07:45:00 - 03/01/2026 08:00:00","BZN|HU","Without Sequence","88.99","",""
