"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|HU","Without Sequence","75.35","",""
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|HU","Without Sequence","93.66","",""
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|HU","Without Sequence","104.19","",""
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|HU","Without Sequence","106.43","",""
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|HU","Without Sequence","100.53","",""
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|HU","Without Sequence","97.49","",""
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|HU","Without Sequence","98.52","",""
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|HU","Without Sequence","97.07","",""
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|HU","Without Sequence","102.64","",""
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|HU","Without Sequence","109.96","",""
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|HU","Without Sequence","111.91","",""
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|HU","Without Sequence","113.63","",""
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|HU","Without Sequence","115.90","",""
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|HU","Without Sequence","112.54","",""
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|HU","Without Sequence","109.67","",""
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|HU","Without Sequence","105.52","",""
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|HU","Without Sequence","97.00","",""
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|HU","Without Sequence","94.92","",""
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|HU","Without Sequence","86.80","",""
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|HU","Without Sequence","82.25","",""
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|HU","Without Sequence","80.20","",""
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|HU","Without Sequence","76.13","",""
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|HU","Without Sequence","73.01","",""
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|HU","Without Sequence","73.01","",""
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|HU","Without Sequence","74.59","",""
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|HU","Without Sequence","75.10","",""
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|HU","Without Sequence","81.39","",""
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|HU","Without Sequence","88.40","",""
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|HU","Without Sequence","92.23","",""
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|HU","Without Sequence","97.30","",""
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|HU","Without Sequence","100.62","",""
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|HU","Without Sequence","99.16","",""
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|HU","Without Sequence","94.72","",""
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|HU","Without Sequence","92.48","",""
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|HU","Without Sequence","94.31","",""
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|HU","Without Sequence","98.56","",""
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|HU","Without Sequence","104.29","",""
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|HU","Without Sequence","103.63","",""
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|HU","Without Sequence","99.00","",""
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|HU","Without Sequence","92.14","",""
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|HU","Without Sequence","88.00","",""
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|HU","Without Sequence","86.57","",""
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|HU","Without Sequence","79.87","",""
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|HU","Without Sequence","84.08","",""
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|HU","Without Sequence","79.82","",""
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|HU","Without Sequence","76.76","",""
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|HU","Without Sequence","73.46","",""
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|HU","Without Sequence","71.86","",""
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|HU","Without Sequence","72.08","",""
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|HU","Without Sequence","74.90","",""
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|HU","Without Sequence","77.69","",""
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|HU","Without Sequence","81.79","",""
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|HU","Without Sequence","84.86","",""
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|HU","Without Sequence","87.29","",""
